URL,Key,Column,Real Value,Response,Correct,Prompt,Context Response,Context Correct
https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage,A B D E,Romania (A1) plays vs.:,D3,Argentina,0,What is the value of 'Romania (A1) plays vs.:' where 'Third teams qualify from groups:' is 'A B D E'?,,NA
https://en.wikipedia.org/wiki/1994_Nike_Tour,Nike Boise Open,Location,Idaho,"Boise, Idaho",0,What is the value of 'Location' where 'Tournament' is 'Nike Boise Open'?,,NA
https://en.wikipedia.org/wiki/1995_Asian_PGA_Tour,Langkawi Open,Host country,Malaysia,Malaysia,1,What is the value of 'Host country' where 'Tournament' is 'Langkawi Open'?,,NA
https://en.wikipedia.org/wiki/1995_Canadian_Tour,Morningstar Classic,Location,British Columbia,"Parksville, British Columbia",0,What is the value of 'Location' where 'Tournament' is 'Morningstar Classic'?,,NA
https://en.wikipedia.org/wiki/1995_NCAA_Division_I_women%27s_basketball_tournament,Oklahoma,Bids,2,1,0,What is the value of 'Bids' where 'State' is 'Oklahoma'?,,NA
https://en.wikipedia.org/wiki/1995_Nike_Tour,Nike Philadelphia Classic,Location,North Carolina,"Wayne, Pennsylvania",0,What is the value of 'Location' where 'Tournament' is 'Nike Philadelphia Classic'?,,NA
https://en.wikipedia.org/wiki/1996_Cricket_World_Cup_statistics,Aravinda de Silva,Team,Sri Lanka,Sri Lanka,1,What is the value of 'Team' where 'Players' is 'Aravinda de Silva'?,,NA
https://en.wikipedia.org/wiki/1996_NCAA_Division_I_women%27s_basketball_tournament,Mississippi,Bids,2,1,0,What is the value of 'Bids' where 'State' is 'Mississippi'?,,NA
https://en.wikipedia.org/wiki/1996_Nike_Tour,Nike Ozarks Open,Location,Missouri,"Fayetteville, Arkansas",0,What is the value of 'Location' where 'Tournament' is 'Nike Ozarks Open'?,,NA
https://en.wikipedia.org/wiki/1997%E2%80%9398_Manchester_United_F.C._season,Paul Gibson,Date From,20 October 1997,1997-12-26,0,What is the value of 'Date From' where 'Name' is 'Paul Gibson'?,,NA
https://en.wikipedia.org/wiki/1997_NCAA_Division_I_women%27s_basketball_tournament,South Carolina,Bids,1,1,1,What is the value of 'Bids' where 'State' is 'South Carolina'?,,NA
https://en.wikipedia.org/wiki/1997_Nike_Tour,Nike Hershey Open,Location,Pennsylvania,"Hershey, Pennsylvania",0,What is the value of 'Location' where 'Tournament' is 'Nike Hershey Open'?,,NA
https://en.wikipedia.org/wiki/1997_PGA_Tour,Davis Love III,Position,3,2,0,What is the value of 'Position' where 'Player' is 'Davis Love III'?,,NA
https://en.wikipedia.org/wiki/1998_NCAA_Division_I_women%27s_basketball_tournament,Ohio,Bids,2,2,1,What is the value of 'Bids' where 'State' is 'Ohio'?,,NA
https://en.wikipedia.org/wiki/1998_Nike_Tour,Nike St. Louis Golf Classic,Location,Missouri,Missouri,1,What is the value of 'Location' where 'Tournament' is 'Nike St. Louis Golf Classic'?,,NA
https://en.wikipedia.org/wiki/1999%E2%80%932000_NCAA_football_bowl_games,Alabama,Rank,4,8,0,What is the value of 'Rank' where 'Team' is 'Alabama'?,,NA
https://en.wikipedia.org/wiki/1999_Canadian_Tour,Henry Singer Alberta Open,Location,Alberta,Calgary,0,What is the value of 'Location' where 'Tournament' is 'Henry Singer Alberta Open'?,,NA
https://en.wikipedia.org/wiki/1999_Nike_Tour,Nike Wichita Open,Location,Kansas,"Wichita, Kansas",0,What is the value of 'Location' where 'Tournament' is 'Nike Wichita Open'?,,NA
https://en.wikipedia.org/wiki/2000_Canadian_Tour,Telus Edmonton Open,Location,Alberta,Edmonton,0,What is the value of 'Location' where 'Tournament' is 'Telus Edmonton Open'?,,NA
https://en.wikipedia.org/wiki/2001_PGA_Tour,Williams World Challenge,Location,California,"Sherwood Country Club, Thousand Oaks, California",0,What is the value of 'Location' where 'Tournament' is 'Williams World Challenge'?,,NA
https://en.wikipedia.org/wiki/2002%E2%80%9303_snooker_season,John Higgins,Points 2000/01,22034,6910,0,What is the value of 'Points 2000/01' where 'Player' is 'John Higgins'?,,NA
https://en.wikipedia.org/wiki/2002_PGA_Tour,Vijay Singh,Position,3,2,0,What is the value of 'Position' where 'Player' is 'Vijay Singh'?,,NA
https://en.wikipedia.org/wiki/2002_UEFA_Champions_League_final,Red cards,Bayer Leverkusen,0,0,1,What is the value of 'Bayer Leverkusen' where 'Statistic' is 'Red cards'?,,NA
https://en.wikipedia.org/wiki/2003_AIHL_season,Greg Oddy,Team,Adelaide Avalanche,Adelaide Avalanche,1,What is the value of 'Team' where 'Player' is 'Greg Oddy'?,,NA
https://en.wikipedia.org/wiki/2003_Australian_GT_Performance_Car_Championship,Ross Almond,Position,30,14,0,What is the value of 'Position' where 'Driver' is 'Ross Almond'?,,NA
https://en.wikipedia.org/wiki/2003_Canadian_Tour,Michelin Guadalajara Classic,Location,Mexico,"Guadalajara, Mexico",0,What is the value of 'Location' where 'Tournament' is 'Michelin Guadalajara Classic'?,,NA
https://en.wikipedia.org/wiki/2003_Jordanian_general_election,Karak,Districts,6.0,2,0,What is the value of 'Districts' where 'Governorate' is 'Karak'?,,NA
https://en.wikipedia.org/wiki/2003_PGA_Tour_of_Australasia,Volvo Trucks Klassic,Location,New South Wales,Hyundai Parklands Golf Club,0,What is the value of 'Location' where 'Tournament' is 'Volvo Trucks Klassic'?,,NA
https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_statistics,Joe Rokocoko,Team,New Zealand,New Zealand,1,What is the value of 'Team' where 'Player' is 'Joe Rokocoko'?,,NA
https://en.wikipedia.org/wiki/2004_Australian_federal_election,"Ex-Service, Service and Veterans Party",Total votes,4369,2363,0,"What is the value of 'Total votes' where 'Minor party' is 'Ex-Service, Service and Veterans Party'?",,NA
https://en.wikipedia.org/wiki/2004_Champions_Tour,Ford Senior Players Championship,Location,Michigan,"Dearborn, Michigan",0,What is the value of 'Location' where 'Tournament' is 'Ford Senior Players Championship'?,,NA
https://en.wikipedia.org/wiki/2004_NCAA_Division_I_women%27s_basketball_tournament,Arizona,Bids,1,2,0,What is the value of 'Bids' where 'State' is 'Arizona'?,,NA
https://en.wikipedia.org/wiki/2005_Armenian_Premier_League,Shirak,City,Gyumri,Gyumri,1,What is the value of 'City' where 'Club' is 'Shirak'?,,NA
https://en.wikipedia.org/wiki/2005_Supercheap_Auto_1000,3,No.,51,3,0,What is the value of 'No.' where 'Pos.' is '3'?,,NA
https://en.wikipedia.org/wiki/2006%E2%80%9307_snooker_season,Ken Doherty,Points 2005/06,20250,19175,0,What is the value of 'Points 2005/06' where 'Player' is 'Ken Doherty'?,,NA
https://en.wikipedia.org/wiki/2006_Australian_Performance_Car_Championship,Martin Miller,Position,4,14,0,What is the value of 'Position' where 'Driver' is 'Martin Miller'?,,NA
https://en.wikipedia.org/wiki/2006_Champions_Tour,Commerce Bank Championship,Location,New York,"East Meadow, New York",0,What is the value of 'Location' where 'Tournament' is 'Commerce Bank Championship'?,,NA
https://en.wikipedia.org/wiki/2006_Kerrick_Sports_Sedan_Series,Geoff Gillespie,Position,19,8,0,What is the value of 'Position' where 'Driver' is 'Geoff Gillespie'?,,NA
https://en.wikipedia.org/wiki/2007%E2%80%9308_snooker_season,Mark Selby,Ch,7.0,5400,0,What is the value of 'Ch' where 'Player' is 'Mark Selby'?,,NA
https://en.wikipedia.org/wiki/2007_Champions_Tour,Bank of America Championship,Location,Massachusetts,"Sutton, Massachusetts",0,What is the value of 'Location' where 'Tournament' is 'Bank of America Championship'?,,NA
https://en.wikipedia.org/wiki/2007_League_of_Ireland_Premier_Division,Cork City,Base,Cork,Turner's Cross,0,What is the value of 'Base' where 'Team' is 'Cork City'?,,NA
https://en.wikipedia.org/wiki/2008%E2%80%9309_Ukrainian_Premier_League,Shakhtar Donetsk,Rank,4,2,0,What is the value of 'Rank' where 'Club' is 'Shakhtar Donetsk'?,,NA
https://en.wikipedia.org/wiki/2008%E2%80%9309_snooker_season,John Higgins,Ch,1.0,3600,0,What is the value of 'Ch' where 'Player' is 'John Higgins'?,,NA
https://en.wikipedia.org/wiki/2008_Champions_Tour,Bank of America Championship,Location,Massachusetts,"Sutton, Massachusetts",0,What is the value of 'Location' where 'Tournament' is 'Bank of America Championship'?,,NA
https://en.wikipedia.org/wiki/2008_United_States_presidential_election_in_New_Hampshire,H. Neal Fendig Jr.,Votes,13,446,0,What is the value of 'Votes' where 'Candidate' is 'H. Neal Fendig Jr.'?,,NA
https://en.wikipedia.org/wiki/2008_United_States_presidential_election_in_Washington_(state),Total,Votes,529932,986419,0,What is the value of 'Votes' where 'Candidate' is 'Total'?,,NA
https://en.wikipedia.org/wiki/2008_Washington_Republican_presidential_caucuses_and_primary,Total,Votes,529932,99453,0,What is the value of 'Votes' where 'Candidate' is 'Total'?,,NA
https://en.wikipedia.org/wiki/2009%E2%80%9310_Summit_League_men%27s_basketball_season,3,Player,Keith Benson,Caleb Walker,0,What is the value of 'Player' where 'Week' is '3'?,,NA
https://en.wikipedia.org/wiki/2009%E2%80%9310_snooker_season,Ali Carter,Ch,1,6400,0,What is the value of 'Ch' where 'Player' is 'Ali Carter'?,,NA
https://en.wikipedia.org/wiki/2010%E2%80%9311_Pakistan_federal_budget,Net Revenue Receipt,Rs. in Billion,1377.4,964,0,What is the value of 'Rs. in Billion' where 'Receipts' is 'Net Revenue Receipt'?,,NA
https://en.wikipedia.org/wiki/2010%E2%80%932014_NCAA_conference_realignment,Horizon,Old membership total,10,10,1,What is the value of 'Old membership total' where 'Conference' is 'Horizon'?,,NA
https://en.wikipedia.org/wiki/2010_Australian_GT_Championship,Maranello Motorsport,Car,Ferrari F430 GT3,Ferrari 430,0,What is the value of 'Car' where 'Team' is 'Maranello Motorsport'?,,NA
https://en.wikipedia.org/wiki/2010_Champions_Tour,Home Care & Hospice First Tee Open at Pebble Beach,Location,California,Pebble Beach,0,What is the value of 'Location' where 'Tournament' is 'Home Care & Hospice First Tee Open at Pebble Beach'?,,NA
https://en.wikipedia.org/wiki/2010s_in_video_games,League of Legends,Gross revenue,"$10,601,000,000",1.5 billion,0,What is the value of 'Gross revenue' where 'Title' is 'League of Legends'?,,NA
https://en.wikipedia.org/wiki/2011%E2%80%9312_South_African_Premiership,Black Leopards,Location of training field,Polokwane,Seshego,0,What is the value of 'Location of training field' where 'Team' is 'Black Leopards'?,,NA
https://en.wikipedia.org/wiki/2011_Alps_Tour,Chris Paisley,Position,3,5,0,What is the value of 'Position' where 'Player' is 'Chris Paisley'?,,NA
https://en.wikipedia.org/wiki/2011_Australian_GT_Championship,Andrew Taplin,No,3,8,0,What is the value of 'No' where 'Driver' is 'Andrew Taplin'?,,NA
https://en.wikipedia.org/wiki/2011_Big_Easy_Tour,Observatory Golf Club,Location,Gauteng,Johannesburg,0,What is the value of 'Location' where 'Tournament' is 'Observatory Golf Club'?,,NA
https://en.wikipedia.org/wiki/2011_Challenge_Trophy,Toronto Celtic,Place,3.0,5,0,What is the value of 'Place' where 'Team' is 'Toronto Celtic'?,,NA
https://en.wikipedia.org/wiki/2011_Champions_Tour,Nature Valley First Tee Open at Pebble Beach,Location,California,Pebble Beach,0,What is the value of 'Location' where 'Tournament' is 'Nature Valley First Tee Open at Pebble Beach'?,,NA
https://en.wikipedia.org/wiki/2011_European_T20_Championship_Division_One,Jersey,Pos,3rd,6,0,What is the value of 'Pos' where 'Team' is 'Jersey'?,,NA
https://en.wikipedia.org/wiki/2011_European_T20_Championship_Division_Two,Isle of Man,Pos,3rd,6,0,What is the value of 'Pos' where 'Team' is 'Isle of Man'?,,NA
https://en.wikipedia.org/wiki/2011_Korean_Tour,Volvik Gunsan CC Open,Location,North Jeolla,Gunsan,0,What is the value of 'Location' where 'Tournament' is 'Volvik Gunsan CC Open'?,,NA
https://en.wikipedia.org/wiki/2011_LSU_vs._Alabama_football_game,Michael Brockers,Year,2012,2012,1,What is the value of 'Year' where 'Player name' is 'Michael Brockers'?,,NA
https://en.wikipedia.org/wiki/2012%E2%80%9313_South_African_Premiership,Black Leopards,Location of training field,Polokwane,Seshego,0,What is the value of 'Location of training field' where 'Team' is 'Black Leopards'?,,NA
https://en.wikipedia.org/wiki/2012%E2%80%9313_Ukrainian_Premier_League,Karpaty Lviv,Outgoing head coach,Nikolay Kostov,Volodymyr Sharan,0,What is the value of 'Outgoing head coach' where 'Team' is 'Karpaty Lviv'?,,NA
https://en.wikipedia.org/wiki/2012_ACC_Trophy_Elite,Afghanistan,Pos,3rd,1,0,What is the value of 'Pos' where 'Team' is 'Afghanistan'?,,NA
https://en.wikipedia.org/wiki/2012_Big_Easy_Tour,Modderfontein,Location,Gauteng,"Modderfontein Golf Club, Johannesburg",0,What is the value of 'Location' where 'Tournament' is 'Modderfontein'?,,NA
https://en.wikipedia.org/wiki/2012_Champions_Tour,Nature Valley First Tee Open at Pebble Beach,Location,California,Pebble Beach,0,What is the value of 'Location' where 'Tournament' is 'Nature Valley First Tee Open at Pebble Beach'?,,NA
https://en.wikipedia.org/wiki/2012_Nordic_Golf_League,Jens Fahrbring,Position,3,1,0,What is the value of 'Position' where 'Player' is 'Jens Fahrbring'?,,NA
https://en.wikipedia.org/wiki/2012_St._Louis_Cardinals_season,In error-made games,W-L Record,36-39,8-6,0,What is the value of 'W-L Record' where 'Situation' is 'In error-made games'?,,NA
https://en.wikipedia.org/wiki/2012_Supercheap_Auto_Bathurst_1000,Shane van Gisbergen,Position,3,5,0,What is the value of 'Position' where 'Driver' is 'Shane van Gisbergen'?,,NA
https://en.wikipedia.org/wiki/2012_Web.com_Tour,Midwest Classic,Location,Kansas,"Overland Park, Kansas",0,What is the value of 'Location' where 'Tournament' is 'Midwest Classic'?,,NA
https://en.wikipedia.org/wiki/2012_Zimbabwe_Premier_Soccer_League,CAPS United,City,Harare,Harare,1,What is the value of 'City' where 'Team' is 'CAPS United'?,,NA
https://en.wikipedia.org/wiki/2013%E2%80%9314_South_African_Premiership,Bloemfontein Celtic,Location of training field,Bloemfontein,No data provided,0,What is the value of 'Location of training field' where 'Team' is 'Bloemfontein Celtic'?,,NA
https://en.wikipedia.org/wiki/2013%E2%80%9314_Ukrainian_First_League,FC Poltava,Rank,16,3,0,What is the value of 'Rank' where 'Club' is 'FC Poltava'?,,NA
https://en.wikipedia.org/wiki/2013%E2%80%9314_Ukrainian_Premier_League,Oleh Luzhnyi,Team,Tavriya Simferopol,Metalurh Zaporizhzhia,0,What is the value of 'Team' where 'Outgoing head coach' is 'Oleh Luzhnyi'?,,NA
https://en.wikipedia.org/wiki/2013_Australian_Carrera_Cup_Championship,Stephen Grove,Pos.,4,11,0,What is the value of 'Pos.' where 'Driver' is 'Stephen Grove'?,,NA
https://en.wikipedia.org/wiki/2013_Big_Easy_Tour,Centurion CC,Location,Gauteng,Centurion,0,What is the value of 'Location' where 'Tournament' is 'Centurion CC'?,,NA
https://en.wikipedia.org/wiki/2013_MENA_Golf_Tour,Dubai Creek Open,Host country,UAE,United Arab Emirates,0,What is the value of 'Host country' where 'Tournament' is 'Dubai Creek Open'?,,NA
https://en.wikipedia.org/wiki/2013_PGA_Tour,Steve Stricker,Position,3,2,0,What is the value of 'Position' where 'Player' is 'Steve Stricker'?,,NA
https://en.wikipedia.org/wiki/2013_Pro_Golf_Tour,Robin Kind,Position,3,6,0,What is the value of 'Position' where 'Player' is 'Robin Kind'?,,NA
https://en.wikipedia.org/wiki/2013_Q_School,Gareth Green,Rank,3,8,0,What is the value of 'Rank' where 'Player' is 'Gareth Green'?,,NA
https://en.wikipedia.org/wiki/2013_Zimbabwe_Premier_Soccer_League,CAPS United,City,Harare,Harare,1,What is the value of 'City' where 'Team' is 'CAPS United'?,,NA
https://en.wikipedia.org/wiki/2014%E2%80%9315_PGA_Tour,Jason Day,Position,3,1,0,What is the value of 'Position' where 'Player' is 'Jason Day'?,,NA
https://en.wikipedia.org/wiki/2014%E2%80%9315_South_African_Premiership,Bloemfontein Celtic,Province,Free State,Free State,1,What is the value of 'Province' where 'Team' is 'Bloemfontein Celtic'?,,NA
https://en.wikipedia.org/wiki/2014_Commonwealth_Games,Mixed doubles,Sport,Table tennis,Badminton,0,What is the value of 'Sport' where 'Event' is 'Mixed doubles'?,,NA
https://en.wikipedia.org/wiki/2014_PGA_Tour_Canada,Syncrude Boreal Open,Location,Alberta,"Fort McMurray, Alberta, Canada",0,What is the value of 'Location' where 'Tournament' is 'Syncrude Boreal Open'?,,NA
https://en.wikipedia.org/wiki/2014_Pro_Golf_Tour,Sean Einhaus,Position,3,8,0,What is the value of 'Position' where 'Player' is 'Sean Einhaus'?,,NA
https://en.wikipedia.org/wiki/2014_Q_School,Alex Pagulayan,Rank,T2,1,0,What is the value of 'Rank' where 'Player' is 'Alex Pagulayan'?,,NA
https://en.wikipedia.org/wiki/2015%E2%80%9316_PGA_Tour,Patrick Reed,Position,3,8,0,What is the value of 'Position' where 'Player' is 'Patrick Reed'?,,NA
https://en.wikipedia.org/wiki/2015%E2%80%9316_Saudi_Pro_League,Round 18,GP.,7,10,0,What is the value of 'GP.' where 'Round' is 'Round 18'?,,NA
https://en.wikipedia.org/wiki/2015%E2%80%9316_South_African_Premiership,Chippa United,City,Port Elizabeth,Port Elizabeth,1,What is the value of 'City' where 'Team' is 'Chippa United'?,,NA
https://en.wikipedia.org/wiki/2015_Alps_Tour,Damien Perrier,Position,3,6,0,What is the value of 'Position' where 'Player' is 'Damien Perrier'?,,NA
https://en.wikipedia.org/wiki/2015_FIBA_Under-19_World_Championship_for_Women,Spain,Rank,4th,4,0,What is the value of 'Rank' where 'Team' is 'Spain'?,,NA
https://en.wikipedia.org/wiki/2015_MERS_outbreak_in_South_Korea,28 July 2015 ~ 24 October 2015,Cases*1*2,186,186*1*2 = 372,0,What is the value of 'Cases*1*2' where 'Date' is '28 July 2015 ~ 24 October 2015'?,,NA
https://en.wikipedia.org/wiki/2015_PGA_Tour_Canada,Syncrude Boreal Open,Location,Alberta,"Fort McMurray, Alberta",0,What is the value of 'Location' where 'Tournament' is 'Syncrude Boreal Open'?,,NA
https://en.wikipedia.org/wiki/2015_Pacific_Games,Micronesia,Rank,14,19,0,What is the value of 'Rank' where 'Nation' is 'Micronesia'?,,NA
https://en.wikipedia.org/wiki/2015_Pro_Golf_Tour,Reinier Saxton,Position,3,6,0,What is the value of 'Position' where 'Player' is 'Reinier Saxton'?,,NA
https://en.wikipedia.org/wiki/2015_Q_School,Adam Duffy,Rank,3,4,0,What is the value of 'Rank' where 'Player' is 'Adam Duffy'?,,NA
https://en.wikipedia.org/wiki/2015_SARU_Community_Cup,Durban Collegians,Sponsored Name,SA Home Loans Durban Collegians,SA Home Loans Durban Collegians,1,What is the value of 'Sponsored Name' where 'Team' is 'Durban Collegians'?,,NA
https://en.wikipedia.org/wiki/2015_UCI_men%27s_road_cycling_rankings,France,Rank,3.0,2,0,What is the value of 'Rank' where 'Nation' is 'France'?,,NA
https://en.wikipedia.org/wiki/2015_Web.com_Tour,Albertsons Boise Open,Location,Idaho,"Boise, Idaho",0,What is the value of 'Location' where 'Tournament' is 'Albertsons Boise Open'?,,NA
https://en.wikipedia.org/wiki/2015_Western_Michigan_Broncos_football_team,Ed Pinkham,Position,"Defensive coordinator, Defensive backs",Defensive Line,0,What is the value of 'Position' where 'Name' is 'Ed Pinkham'?,,NA
https://en.wikipedia.org/wiki/2016%E2%80%9317_PGA_Tour,Xander Schauffele,Position,3,5,0,What is the value of 'Position' where 'Player' is 'Xander Schauffele'?,,NA
https://en.wikipedia.org/wiki/2016%E2%80%9317_Saudi_Pro_League,Round 18,GP.,7,11362,0,What is the value of 'GP.' where 'Round' is 'Round 18'?,,NA
https://en.wikipedia.org/wiki/2016%E2%80%9317_Ukrainian_Premier_League,Shakhtar Donetsk,Rank,3,1,0,What is the value of 'Rank' where 'Club' is 'Shakhtar Donetsk'?,,NA
https://en.wikipedia.org/wiki/2016%E2%80%9317_United_States_national_rugby_sevens_team_season,Folau Niua,Matches,57,10,0,What is the value of 'Matches' where 'Player' is 'Folau Niua'?,,NA
https://en.wikipedia.org/wiki/2016_AFC_Champions_League,Ismail Ahmed,Position,Defenders,Defender,0,What is the value of 'Position' where 'Player' is 'Ismail Ahmed'?,,NA
https://en.wikipedia.org/wiki/2016_Democratic_Party_presidential_debates_and_forums,9,Viewers,5.6 million,8.03 million,0,What is the value of 'Viewers' where 'Debate' is '9'?,,NA
https://en.wikipedia.org/wiki/2016_PGA_Tour_Canada,GolfBC Championship,Location,British Columbia,"Kelowna, British Columbia",0,What is the value of 'Location' where 'Tournament' is 'GolfBC Championship'?,,NA
https://en.wikipedia.org/wiki/2016_Republican_Party_presidential_debates_and_forums,3,Channel,CNBC,CNBC,1,What is the value of 'Channel' where 'Debate' is '3'?,,NA
https://en.wikipedia.org/wiki/2016_USL_season,Pittsburgh Riverhounds,Location,"Pittsburgh, Pennsylvania",Pittsburgh,0,What is the value of 'Location' where 'Team' is 'Pittsburgh Riverhounds'?,,NA
https://en.wikipedia.org/wiki/2016_United_Kingdom_European_Union_membership_referendum,East Midlands,Remain,41%,1475479,0,What is the value of 'Remain' where 'Region' is 'East Midlands'?,,NA
https://en.wikipedia.org/wiki/2016_Western_Michigan_Broncos_football_team,Ed Pinkham,Position,"Defensive coordinator, defensive backs",Defensive Line,0,What is the value of 'Position' where 'Name' is 'Ed Pinkham'?,,NA
https://en.wikipedia.org/wiki/2017%E2%80%9318_Saudi_Pro_League,Round 18,GP.,7,11362,0,What is the value of 'GP.' where 'Round' is 'Round 18'?,,NA
https://en.wikipedia.org/wiki/2017%E2%80%9318_Ukrainian_Premier_League,Chornomorets Odesa,Rank,4,11,0,What is the value of 'Rank' where 'Club' is 'Chornomorets Odesa'?,,NA
https://en.wikipedia.org/wiki/2017%E2%80%9318_United_States_national_rugby_sevens_team_season,Matai Leuta,Pos.,FW,Wing,0,What is the value of 'Pos.' where 'Player' is 'Matai Leuta'?,,NA
https://en.wikipedia.org/wiki/2017_Alps_Tour,Antoine Rozner,Position,3,1,0,What is the value of 'Position' where 'Player' is 'Antoine Rozner'?,,NA
https://en.wikipedia.org/wiki/2017_Euro_Beach_Soccer_League,Romania,Pos,8,7,0,What is the value of 'Pos' where 'Team' is 'Romania'?,,NA
https://en.wikipedia.org/wiki/2017_PGA_Tour_Canada,GolfBC Championship,Location,British Columbia,Kelowna,0,What is the value of 'Location' where 'Tournament' is 'GolfBC Championship'?,,NA
https://en.wikipedia.org/wiki/2017_Q_School,Joe Swail,Rank,3,8,0,What is the value of 'Rank' where 'Player' is 'Joe Swail'?,,NA
https://en.wikipedia.org/wiki/2017_UEFA_Champions_League_final,Shots on target,Juventus,4,3,0,What is the value of 'Juventus' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2017_UEFA_Women%27s_Champions_League_final,Shots on target,Lyon,9,9,1,What is the value of 'Lyon' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2017_Western_Michigan_Broncos_men%27s_soccer_team,Tim Hermann,Position,Strength and conditioning coach,Assistant Coach,0,What is the value of 'Position' where 'Staff' is 'Tim Hermann'?,,NA
https://en.wikipedia.org/wiki/2018%E2%80%9319_Bangladesh_Premier_League_(football),Brothers Union,Location,Dhaka,Gopalganj,0,What is the value of 'Location' where 'Team' is 'Brothers Union'?,,NA
https://en.wikipedia.org/wiki/2018%E2%80%9319_Saudi_Pro_League,Al-Faisaly,Location,Harmah,Harmah,1,What is the value of 'Location' where 'Team' is 'Al-Faisaly'?,,NA
https://en.wikipedia.org/wiki/2018%E2%80%9319_Ukrainian_Premier_League,FC Lviv,Rank,3,6,0,What is the value of 'Rank' where 'Club' is 'FC Lviv'?,,NA
https://en.wikipedia.org/wiki/2018%E2%80%9319_United_States_national_rugby_sevens_team_season,Madison Hughes,Position,Halfback,Scrum-half,0,What is the value of 'Position' where 'Player' is 'Madison Hughes'?,,NA
https://en.wikipedia.org/wiki/2018%E2%80%9319_snooker_world_rankings,3,After,China Championship,0,0,What is the value of 'After' where 'Revision point' is '3'?,,NA
https://en.wikipedia.org/wiki/2018_Euro_Beach_Soccer_League,Marian Maciuca,Rank,4,11,0,What is the value of 'Rank' where 'Player' is 'Marian Maciuca'?,,NA
https://en.wikipedia.org/wiki/2018_FIFA_Club_World_Cup_final,Shots on target,Real Madrid,3,9,0,What is the value of 'Real Madrid' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2018_J2_League,Takayuki Funayama,Rank,3,2,0,What is the value of 'Rank' where 'Player' is 'Takayuki Funayama'?,,NA
https://en.wikipedia.org/wiki/2018_Korean_Tour,Genesis Championship,Location,Gyeonggi,Jack Nicklaus Golf Club Korea,0,What is the value of 'Location' where 'Tournament' is 'Genesis Championship'?,,NA
https://en.wikipedia.org/wiki/2018_PGA_Tour_Canada,GolfBC Championship,Location,British Columbia,"Kelowna, British Columbia",0,What is the value of 'Location' where 'Tournament' is 'GolfBC Championship'?,,NA
