URL,Key,Response,actual_result,correct,With keys,Prompt,Context Response,Context Correct
https://en.wikipedia.org/wiki/1995_NCAA_Division_I_women%27s_basketball_tournament,Bids,26,"['Alabama', 'Arkansas', 'Colorado', 'Connecticut', 'District of Columbia', 'Georgia', 'Iowa', 'Kansas', 'Maine', 'Massachusetts', 'Missouri', 'Montana', 'New Hampshire', 'New Jersey', 'South Carolina', 'Utah', 'Washington']",-1,0,Which 'State' has the minimum value in the 'Bids' column ?,,NA
https://en.wikipedia.org/wiki/1995_Nike_Tour,Purse (US$),150000,"['Nike San Jose Open', 'Nike Inland Empire Open', 'Nike Louisiana Open', 'Nike Pensacola Classic', 'Nike Mississippi Gulf Coast Classic', 'Nike Tallahassee Open', 'Nike Shreveport Open', 'Nike Alabama Classic', 'Nike South Carolina Classic', 'Nike Central Georgia Open', 'Nike Knoxville Open', 'Nike Greater Greenville Classic', 'Nike Dominion Open', 'Nike Miami Valley Open', 'Nike Cleveland Open', 'Nike Carolina Classic', 'Nike Philadelphia Classic', 'Nike Buffalo Open', 'Nike Gateway Classic', 'Nike Wichita Open', 'Nike Dakota Dunes Open', 'Nike Ozarks Open', 'Nike Permian Basin Open', 'Nike Texarkana Open', 'Nike Utah Classic', 'Nike Tri-Cities Open', 'Nike Sonoma County Open']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/1996_Cricket_World_Cup_statistics,Runs,239,['Brian Lara'],-1,0,Which 'Players' has the minimum value in the 'Runs' column ?,,NA
https://en.wikipedia.org/wiki/1996_NCAA_Division_I_women%27s_basketball_tournament,Bids,"Alabama 
Alaska 
Arizona 
Arkansas 
California 
Colorado 
Connecticut 
Delaware 
Florida 
Georgia 
Hawaii 
Idaho 
Illinois 
Indiana 
Iowa 
Kansas 
Kentucky 
Louisiana 
Maine 
Maryland 
Massachusetts 
Michigan 
Minnesota 
Mississippi 
Missouri 
Montana 
Nebraska 
Nevada 
New Hampshire 
New Jersey 
New Mexico 
New York 
North Carolina 
North Dakota 
Ohio 
Oklahoma 
Oregon 
Pennsylvania 
Rhode Island 
South Carolina 
South Dakota 
Tennessee 
Texas 
Utah 
Vermont 
Virginia 
Washington 
West Virginia 
Wisconsin 
Wyoming 
40
1","['New York', 'Connecticut', 'Georgia', 'Hawaii', 'Illinois', 'Iowa', 'Kansas', 'Maine', 'Michigan', 'Missouri', 'Montana', 'Nebraska', 'Oklahoma', 'Rhode Island', 'South Carolina', 'Utah', 'Wisconsin']",-1,0,Which 'State' has the minimum value in the 'Bids' column ?,,NA
https://en.wikipedia.org/wiki/1996_Nike_Tour,Purse (US$),"200,000","['Nike San Jose Open', 'Nike Inland Empire Open', 'Nike Tallahassee Open', 'Nike South Carolina Classic', 'Nike Alabama Classic', 'Nike Shreveport Open', 'Nike Mississippi Gulf Coast Classic', 'Nike Carolina Classic', 'Nike Greater Greenville Classic', 'Nike Dominion Open', 'Nike Cleveland Open', 'Nike Knoxville Open', 'Nike Ozarks Open', 'Nike Buffalo Open', 'Nike Philadelphia Classic', 'Nike Miami Valley Open', 'Nike Gateway Classic', 'Nike Omaha Classic', 'Nike Wichita Open', 'Nike Permian Basin Open', 'Nike Colorado Classic', 'Nike Utah Classic', 'Nike Tri-Cities Open', 'Nike Olympia Open']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/1997_NCAA_Division_I_women%27s_basketball_tournament,Bids,36,"['Arizona', 'Colorado', 'Connecticut', 'Georgia', 'Maine', 'Maryland', 'Massachusetts', 'Montana', 'New Jersey', 'Ohio', 'South Carolina', 'Utah', 'Washington', 'West Virginia', 'Wisconsin']",-1,0,Which 'State' has the minimum value in the 'Bids' column ?,,NA
https://en.wikipedia.org/wiki/1997_Nike_Tour,Purse (US$),175000,"['Nike Lakeland Classic', 'Nike Inland Empire Open', 'Nike Greater Austin Open', 'Nike Mississippi Gulf Coast Classic', 'Nike Alabama Classic', 'Nike South Carolina Classic', 'Nike Carolina Classic', 'Nike Upstate Classic', 'Nike Knoxville Open', 'Nike Miami Valley Open', 'Nike Cleveland Open', 'Nike Hershey Open', 'Nike Laurel Creek Classic', 'Nike St. Louis Golf Classic', 'Nike Wichita Open', 'Nike Dakota Dunes Open', 'Nike Omaha Classic', 'Nike Ozarks Open', 'Nike Permian Basin Open', 'Nike Colorado Classic', 'Nike San Jose Open', 'Nike Tri-Cities Open', 'Nike Puget Sound Open', 'Nike Shreveport Open']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/1997_PGA_Tour,Position,10,['Tiger Woods'],-1,0,Which 'Player' has the minimum value in the 'Position' column ?,,NA
https://en.wikipedia.org/wiki/1998_NCAA_Division_I_women%27s_basketball_tournament,Bids,26,"['Alabama', 'Arizona', 'Arkansas', 'Colorado', 'Georgia', 'Hawaii', 'Illinois', 'Kansas', 'Maine', 'Michigan', 'Missouri', 'Montana', 'Nebraska', 'New Jersey', 'New Mexico', 'Pennsylvania', 'Oregon', 'South Carolina', 'Utah', 'Washington']",-1,0,Which 'State' has the minimum value in the 'Bids' column ?,,NA
https://en.wikipedia.org/wiki/1998_Nike_Tour,Purse (US$),175000,"['Nike Lakeland Classic', 'Nike South Florida Open', 'Nike Greater Austin Open', 'Nike Shreveport Open', 'Nike Upstate Classic', 'Nike Huntsville Open', 'Nike South Carolina Classic', 'Nike Carolina Classic', 'Nike Dominion Open', 'Nike Knoxville Open', 'Nike Miami Valley Open', 'Nike Cleveland Open', 'Nike Lehigh Valley Open', 'Nike Greensboro Open', 'Nike Hershey Open', 'Nike St. Louis Golf Classic', 'Nike Wichita Open', 'Nike Ozarks Open', 'Nike Fort Smith Classic', 'Nike Permian Basin Open', 'Nike Tri-Cities Open', 'Nike Oregon Classic', 'Nike San Jose Open', 'Nike Inland Empire Open']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/1999%E2%80%932000_NCAA_football_bowl_games,Rank,25,['Florida State'],-1,0,Which 'Team' has the minimum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/1999_Canadian_Tour,Purse (C$),30000,['AmEx-SAQ Championship'],-1,0,Which 'Tournament' has the minimum value in the 'Purse (C$)' column ?,,NA
https://en.wikipedia.org/wiki/1999_Nike_Tour,Purse (US$),225000,"['Nike South Florida Classic', 'Nike Lakeland Classic', 'Nike Florida Classic', 'Nike Shreveport Open', 'Nike South Carolina Classic', 'Nike Upstate Classic', 'Nike Carolina Classic', 'Nike Knoxville Open', 'Nike Cleveland Open', 'Nike Lehigh Valley Open', 'Nike Hershey Open', 'Nike Greensboro Open', 'Nike Wichita Open', 'Nike Permian Basin Open', 'Nike Tri-Cities Open', 'Nike Oregon Classic', 'Nike Inland Empire Open', 'Nike New Mexico Classic']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/2000_Canadian_Tour,OWGR points,6,"['Telus Vancouver Open', 'Shell Payless Open', 'Telus Edmonton Open', 'Telus Calgary Open', 'MTS Classic', 'Ontario Open Heritage Classic', 'Eagle Creek Classic', 'QuebecTel Open', 'Samsung Canadian PGA Championship', 'Benefit Partners/NRCS Classic', ""McDonald's PEI Challenge"", 'Bayer Championship', 'Panasonic Panama Open']",-1,0,Which 'Tournament' has the minimum value in the 'OWGR points' column ?,,NA
https://en.wikipedia.org/wiki/2001_PGA_Tour,Purse ($),3000000,['Hyundai Team Matches'],-1,0,Which 'Tournament' has the minimum value in the 'Purse ($)' column ?,,NA
https://en.wikipedia.org/wiki/2002%E2%80%9303_snooker_season,Points 2000/01,5400,['Joe Perry'],-1,0,Which 'Player' has the minimum value in the 'Points 2000/01' column ?,,NA
https://en.wikipedia.org/wiki/2002_PGA_Tour,Position,10,['Tiger Woods'],-1,0,Which 'Player' has the minimum value in the 'Position' column ?,,NA
https://en.wikipedia.org/wiki/2003_AIHL_season,GP,11,['Vladimir Rubes'],-1,0,Which 'Player' has the minimum value in the 'GP' column ?,,NA
https://en.wikipedia.org/wiki/2003_Australian_GT_Performance_Car_Championship,Position,1,['Mark King'],-1,0,Which 'Driver' has the minimum value in the 'Position' column ?,,NA
https://en.wikipedia.org/wiki/2003_Canadian_Tour,Purse (C$),175000,"['TravelTex.com Canadian Tour Classic', 'TravelTex.com Canadian Tour Challenge', 'Michelin Guadalajara Classic', 'Corona Ixtapa Classic', 'MTS Classic', 'Telus Edmonton Open', 'Lewis Chitengwa Memorial Championship']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (C$)' column ?,,NA
https://en.wikipedia.org/wiki/2003_Jordanian_general_election,Districts,Ajloun,"['Mafraq', 'Jerash', 'Aqaba', 'North Bedouin Tribes', 'Center Bedouin Tribes', 'South Bedouin Tribes']",0,0,Which 'Governorate' has the minimum value in the 'Districts' column ?,,NA
https://en.wikipedia.org/wiki/2003_PGA_Tour_of_Australasia,Purse (A$),200000,['Volvo Trucks Klassic'],-1,0,Which 'Tournament' has the minimum value in the 'Purse (A$)' column ?,,NA
https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_statistics,Played,5,['Chris Latham'],-1,0,Which 'Player' has the minimum value in the 'Played' column ?,,NA
https://en.wikipedia.org/wiki/2004_Australian_federal_election,Total votes,474,['Aged and Disability Pensioners Party'],-1,0,Which 'Minor party' has the minimum value in the 'Total votes' column ?,,NA
https://en.wikipedia.org/wiki/2004_Champions_Tour,Purse (US$),"1,500,000",['Royal Caribbean Golf Classic'],-1,0,Which 'Tournament' has the minimum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/2004_NCAA_Division_I_women%27s_basketball_tournament,Bids,26,"['Alabama', 'Arizona', 'Colorado', 'Connecticut', 'District of Columbia', 'Georgia', 'Illinois', 'Iowa', 'Kansas', 'Maine', 'Maryland', 'Massachusetts', 'Minnesota', 'Mississippi', 'Montana', 'New Jersey', 'New Mexico', 'Ohio', 'Oklahoma', 'West Virginia']",-1,0,Which 'State' has the minimum value in the 'Bids' column ?,,NA
https://en.wikipedia.org/wiki/2005_Armenian_Premier_League,Capacity,1000,['Shirak'],-1,0,Which 'Club' has the minimum value in the 'Capacity' column ?,,NA
https://en.wikipedia.org/wiki/2005_Supercheap_Auto_1000,No.,1,[2],0,0,Which 'Pos.' has the minimum value in the 'No.' column ?,,NA
https://en.wikipedia.org/wiki/2006%E2%80%9307_snooker_season,Points 2005/06,0,['Mark Selby'],-1,0,Which 'Player' has the minimum value in the 'Points 2005/06' column ?,,NA
https://en.wikipedia.org/wiki/2006_Champions_Tour,Purse (US$),"1,750,000","['Turtle Bay Championship', 'Allianz Championship', 'Commerce Bank Championship']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/2006_Euro_Beach_Soccer_League_%E2%80%93_Last_chance_bracket,Rank,1,['Montenegro'],-1,0,Which 'Team' has the minimum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/2006_Kerrick_Sports_Sedan_Series,Position,1,['Dean Randle'],-1,0,Which 'Driver' has the minimum value in the 'Position' column ?,,NA
https://en.wikipedia.org/wiki/2007%E2%80%9308_snooker_season,Ch,0,"['Stephen Hendry', 'Ding Junhui']",-1,0,Which 'Player' has the minimum value in the 'Ch' column ?,,NA
https://en.wikipedia.org/wiki/2007_Champions_Tour,Purse (US$),2000000,['Commerce Bank Championship'],-1,0,Which 'Tournament' has the minimum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/2007_League_of_Ireland_Premier_Division,Capacity,1700,"['Kildare County', 'UCD']",-1,0,Which 'Team' has the minimum value in the 'Capacity' column ?,,NA
https://en.wikipedia.org/wiki/2008%E2%80%9309_Ukrainian_Premier_League,Rank,16,['Dnipro Dnipropetrovsk'],-1,0,Which 'Club' has the minimum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/2008%E2%80%9309_snooker_season,Ch,0,"['John Higgins', 'Neil Robertson', 'Mark King']",-1,0,Which 'Player' has the minimum value in the 'Ch' column ?,,NA
https://en.wikipedia.org/wiki/2008_Champions_Tour,Purse (US$),1500000,"['Turtle Bay Championship', 'ACE Group Classic', 'AT&T Champions Classic', ""FedEx Kinko's Classic"", 'Commerce Bank Championship', ""Dick's Sporting Goods Open""]",-1,0,Which 'Tournament' has the minimum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/2008_United_States_presidential_election_in_New_Hampshire,Votes,"Richard Duncan
 Bob Barr 
 Chuck Baldwin 
 Ron Paul 
 Ralph Nader 
 Cynthia McKinney 
 John McCain 
 Barack Obama 
 Hillary Clinton 
 Mitt Romney 
 Rudy Giuliani 
 Fred Thompson 
 Mike Huckabee 
 Duncan Hunter 
 Alan Keyes 
 Dennis Kucinich 
 Bill Richardson 
 Joe Biden 
 Chris Dodd 
 Mike Gravel 
 Barack Obama 
 John Edwards 
 Hillary Clinton 
are some of the candidates, however, the candidate with the minimum votes is 
 Richard Duncan with 31 votes",['H. Neal Fendig Jr.'],-1,0,Which 'Candidate' has the minimum value in the 'Votes' column ?,,NA
https://en.wikipedia.org/wiki/2008_United_States_presidential_election_in_Washington_(state),Votes,Duncan Hunter,['Duncan Hunter*'],-1,0,Which 'Candidate' has the minimum value in the 'Votes' column ?,,NA
https://en.wikipedia.org/wiki/2008_Washington_Republican_presidential_caucuses_and_primary,Votes,Alan Keyes,['Duncan Hunter*'],0,0,Which 'Candidate' has the minimum value in the 'Votes' column ?,,NA
https://en.wikipedia.org/wiki/2009%E2%80%9310_snooker_season,Ch,0,"['Ali Carter', 'Mark Allen', 'Stephen Hendry', 'Mark King']",-1,0,Which 'Player' has the minimum value in the 'Ch' column ?,,NA
https://en.wikipedia.org/wiki/2010%E2%80%9311_Pakistan_federal_budget,Rs. in Billion,1198,['Bank Borrowing'],-1,0,Which 'Receipts' has the minimum value in the 'Rs. in Billion' column ?,,NA
https://en.wikipedia.org/wiki/2010%E2%80%932014_NCAA_conference_realignment,Old membership total,6,['Big East'],-1,0,Which 'Conference' has the minimum value in the 'Old membership total' column ?,,NA
https://en.wikipedia.org/wiki/2010_Australian_GT_Championship,No,3,['Wall Racing'],-1,0,Which 'Team' has the minimum value in the 'No' column ?,,NA
https://en.wikipedia.org/wiki/2010_Champions_Tour,Purse (US$),1500000,"['ACE Group Classic', 'Cap Cana Championship', 'Mississippi Gulf Resort Classic']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/2011%E2%80%9312_South_African_Premiership,Capacity,8000,['Bidvest Wits'],-1,0,Which 'Team' has the minimum value in the 'Capacity' column ?,,NA
https://en.wikipedia.org/wiki/2011_Alps_Tour,Position,1,['Guillaume Cambis'],-1,0,Which 'Player' has the minimum value in the 'Position' column ?,,NA
https://en.wikipedia.org/wiki/2011_Australian_GT_Championship,No,1,['David Wall'],-1,-1,Which 'Driver' has the minimum value in the 'No' column ?,,NA
https://en.wikipedia.org/wiki/2011_Big_Easy_Tour,Purse (R),150000,"['Crown Mines', 'Irene Country Club', 'Observatory Golf Club', 'Glendower Golf Club', 'Kempton Park Golf Club', 'ERPM Golf Club', 'Maccauvlei Golf Club', 'Houghton Golf Club', 'Benoni Country Club', 'Modderfontein Golf Club']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (R)' column ?,,NA
https://en.wikipedia.org/wiki/2011_Challenge_Trophy,Place,1,['HUSA Alumni'],-1,0,Which 'Team' has the minimum value in the 'Place' column ?,,NA
https://en.wikipedia.org/wiki/2011_Champions_Tour,Purse (US$),1750000,"['ACE Group Classic', 'Mississippi Gulf Resort Classic', 'Nature Valley First Tee Open at Pebble Beach']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/2011_Korean_Tour,OWGR points,6,"['Twayair Open', 'Volvik Gunsan CC Open', 'Lake Hills Open', 'Subaru Classic', 'Dongbu Insurance Promy Open', 'Johnnie Walker Open', 'Daishin Securities KPGA Championship', 'Munsingwear Championship', 'Meritz Solmoro Open', 'NH Open']",-1,0,Which 'Tournament' has the minimum value in the 'OWGR points' column ?,,NA
https://en.wikipedia.org/wiki/2011_LSU_vs._Alabama_football_game,Year,2011,"['Trent Richardson', 'Morris Claiborne', 'Mark Barron', 'Michael Brockers', 'Dre Kirkpatrick', ""Dont'a Hightower"", 'Courtney Upshaw', 'Rueben Randle', 'Brandon Taylor', 'Ron Brooks', 'Josh Chapman', 'DeQuan Menzie', 'Brad Smelley']",-1,0,Which 'Player name' has the minimum value in the 'Year' column ?,,NA
https://en.wikipedia.org/wiki/2012%E2%80%9313_South_African_Premiership,Capacity,8000,['Bidvest Wits'],-1,0,Which 'Team' has the minimum value in the 'Capacity' column ?,,NA
https://en.wikipedia.org/wiki/2012_Big_Easy_Tour,Purse (R),150000,"['Houghton', 'Observatory', 'Modderfontein', 'Kempton Park', 'ERPM', 'Benoni CC', 'Royal J & K', 'Gary Player CC', 'Maccauvlei', 'Irene', 'Glendower']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (R)' column ?,,NA
https://en.wikipedia.org/wiki/2012_Champions_Tour,Purse (US$),1750000,"['ACE Group Classic', 'Mississippi Gulf Resort Classic', 'Encompass Insurance Pro-Am of Tampa Bay', 'Greater Hickory Classic at Rock Barn']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/2012_Nordic_Golf_League,Position,1,['Lucas Bjerregaard'],-1,0,Which 'Player' has the minimum value in the 'Position' column ?,,NA
https://en.wikipedia.org/wiki/2012_St._Louis_Cardinals_season,Pct.,.167,['Trailing after 8 innings'],-1,0,Which 'Situation' has the minimum value in the 'Pct.' column ?,,NA
https://en.wikipedia.org/wiki/2012_Supercheap_Auto_Bathurst_1000,Position,10,['Will Davison'],-1,0,Which 'Driver' has the minimum value in the 'Position' column ?,,NA
https://en.wikipedia.org/wiki/2012_Web.com_Tour,Purse (US$),500000,"['Chitimacha Louisiana Open', 'News Sentinel Open']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/2012_Zimbabwe_Premier_Soccer_League,Capacity,6000,['Motor Action'],-1,0,Which 'Team' has the minimum value in the 'Capacity' column ?,,NA
https://en.wikipedia.org/wiki/2013%E2%80%9314_South_African_Premiership,Capacity,8000,['Bidvest Wits'],-1,0,Which 'Team' has the minimum value in the 'Capacity' column ?,,NA
https://en.wikipedia.org/wiki/2013%E2%80%9314_Ukrainian_First_League,Rank,17,['FC Sumy'],-1,0,Which 'Club' has the minimum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/2013_Australian_Carrera_Cup_Championship,Pos.,1,['Max Twigg'],-1,0,Which 'Driver' has the minimum value in the 'Pos.' column ?,,NA
https://en.wikipedia.org/wiki/2013_Big_Easy_Tour,Purse (R),150000,"['Roodepoort CC', 'Observatory GC', 'Centurion CC', 'Kempton Park GC', 'Irene CC', 'Wingate CC', 'Houghton GC', 'Benoni CC', 'Royal J & K', 'The Els Club', 'ERPM GC']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (R)' column ?,,NA
https://en.wikipedia.org/wiki/2013_MENA_Golf_Tour,Purse (US$),30000,"['Royal Golf Dar Es Salam Open', ""Royal D'Anfa Open"", 'Dubai Creek Open', 'American Express Dirab Golf Championship', 'Shaikh Maktoum Dubai Open', 'Ras Al Khaimah Classic', 'Abu Dhabi Golf Citizen Open', 'Qatar Classic', 'Ghala Valley']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/2013_PGA_Tour,Position,10,['Henrik Stenson'],-1,0,Which 'Player' has the minimum value in the 'Position' column ?,,NA
https://en.wikipedia.org/wiki/2013_Pro_Golf_Tour,Position,1,['Florian Fritsch'],-1,0,Which 'Player' has the minimum value in the 'Position' column ?,,NA
https://en.wikipedia.org/wiki/2013_Q_School,Rank,1,['Adam Wicheard'],-1,0,Which 'Player' has the minimum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/2013_Zimbabwe_Premier_Soccer_League,Capacity,2000,['Motor Action'],-1,0,Which 'Team' has the minimum value in the 'Capacity' column ?,,NA
https://en.wikipedia.org/wiki/2014%E2%80%9315_PGA_Tour,Position,1,['Jordan Spieth'],-1,0,Which 'Player' has the minimum value in the 'Position' column ?,,NA
https://en.wikipedia.org/wiki/2014%E2%80%9315_South_African_Premiership,Capacity,8000,['Bidvest Wits'],-1,0,Which 'Team' has the minimum value in the 'Capacity' column ?,,NA
https://en.wikipedia.org/wiki/2014_PGA_Tour_Canada,Purse (C$),175000,"['PC Financial Open', 'Bayview Place Island Savings Open', 'Syncrude Boreal Open', 'SIGA Dakota Dunes Open', 'The Players Cup', 'Staal Foundation Open', 'ATB Financial Classic', 'Forces and Families Open', 'Great Waterway Classic', 'Wildfire Invitational', 'Cape Breton Celtic Classic', 'Tour Championship of Canada']",-1,0,Which 'Tournament' has the minimum value in the 'Purse (C$)' column ?,,NA
https://en.wikipedia.org/wiki/2014_Pro_Golf_Tour,Position,1,['Marcel Schneider'],-1,0,Which 'Player' has the minimum value in the 'Position' column ?,,NA
https://en.wikipedia.org/wiki/2014_Q_School,Event 1,-7,"[""Joe O'Connor""]",-1,0,Which 'Player' has the minimum value in the 'Event 1' column ?,,NA
