URL,Key,Response,actual_result,correct,With keys,Prompt,Context Response,Context Correct
https://en.wikipedia.org/wiki/2017%E2%80%9318_Saudi_Pro_League,GP.,26,['Total'],-1,0,Which 'Round' has the maximum value in the 'GP.' column ?,,NA
https://en.wikipedia.org/wiki/2017%E2%80%9318_Ukrainian_Premier_League,Rank,12,['Stal Kamianske'],-1,0,Which 'Club' has the maximum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/2017_Alps_Tour,Position,10,['Maxime Radureau'],-1,0,Which 'Player' has the maximum value in the 'Position' column ?,,NA
https://en.wikipedia.org/wiki/2017_Euro_Beach_Soccer_League,Pos,12,['Romania'],-1,0,Which 'Team' has the maximum value in the 'Pos' column ?,,NA
https://en.wikipedia.org/wiki/2017_PGA_Tour_Canada,Purse (C$),250000,['Freedom 55 Financial Championship'],-1,0,Which 'Tournament' has the maximum value in the 'Purse (C$)' column ?,,NA
https://en.wikipedia.org/wiki/2017_Q_School,Rank,10,['William Lemons'],-1,0,Which 'Player' has the maximum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/2018%E2%80%9319_Bangladesh_Premier_League_(football),Capacity,15000,"['Brothers Union', 'Chittagong Abahani Ltd.', 'Dhaka Abahani Ltd.', 'Dhaka Mohammedan SC Ltd.', 'Lt. Sheikh Jamal Dhanmondi Club Ltd.', 'Rahmatganj MFS']",-1,0,Which 'Team' has the maximum value in the 'Capacity' column ?,,NA
https://en.wikipedia.org/wiki/2018%E2%80%9319_Saudi_Pro_League,Capacity,"68,752","['Al-Nassr', 'Al-Shabab']",-1,0,Which 'Team' has the maximum value in the 'Capacity' column ?,,NA
https://en.wikipedia.org/wiki/2018%E2%80%9319_Ukrainian_Premier_League,Rank,12,['FC Oleksandriya'],-1,0,Which 'Club' has the maximum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/2018%E2%80%9319_United_States_national_rugby_sevens_team_season,Matches,Carlin Isles,"['Stephen Tomasin', 'Ben Pinkelman']",0,0,Which 'Player' has the maximum value in the 'Matches' column ?,,NA
https://en.wikipedia.org/wiki/2018_Euro_Beach_Soccer_League,Rank,9,"['Ionel Florea ""Boata""', 'Nicolai Ignat', 'Grigorii Cojocari', 'Johan Elverum Salveson']",-1,-1,Which 'Player' has the maximum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/2018_J2_League,Rank,30,"['Masashi Oguro', 'Seigo Kobayashi', 'Yuki Nakashima', 'Mateus', 'Kenji Baba', 'Noriaki Fujimoto']",-1,0,Which 'Player' has the maximum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/2018_Korean_Tour,Purse,1000000,['Genesis Championship'],-1,0,Which 'Tournament' has the maximum value in the 'Purse' column ?,,NA
https://en.wikipedia.org/wiki/2018_PGA_Tour_Canada,Purse (C$),250000,['Freedom 55 Financial Championship'],-1,0,Which 'Tournament' has the maximum value in the 'Purse (C$)' column ?,,NA
https://en.wikipedia.org/wiki/2018_Philippine_Golf_Tour,Purse (US$),300000,['Solaire Philippine Open'],-1,0,Which 'Tournament' has the maximum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/2018_Q_School,Rank,10,['Michael Judge'],-1,0,Which 'Player' has the maximum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/2019%E2%80%9320_Bangladesh_Premier_League_(football),Capacity,15000,"['Arambagh KS', 'Bangladesh Police FC', 'Brothers Union', 'Dhaka Abahani Ltd.', 'Rahmatganj MFS', 'Uttar Baridhara SC']",-1,0,Which 'Team' has the maximum value in the 'Capacity' column ?,,NA
https://en.wikipedia.org/wiki/2019%E2%80%9320_Saudi_Pro_League,GP.,30,['Total'],-1,0,Which 'Round' has the maximum value in the 'GP.' column ?,,NA
https://en.wikipedia.org/wiki/2019%E2%80%9320_Ukrainian_Premier_League,Rank,12,['Kolos Kovalivka'],-1,0,Which 'Club' has the maximum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/2019_Euro_Beach_Soccer_League,Pos,12,['Georgia'],-1,0,Which 'Team' has the maximum value in the 'Pos' column ?,,NA
https://en.wikipedia.org/wiki/2019_Pacific_Games,Rank,New Caledonia,['Palau'],0,0,Which 'Nation' has the maximum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/2020%E2%80%9321_Bangladesh_Premier_League_(football),Rank,12,['Appel Mahmud'],-1,0,Which 'Player' has the maximum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/2020%E2%80%9321_Saudi_Pro_League,Capacity,"68,752","['Al-Hilal', 'Al-Shabab']",-1,0,Which 'Team' has the maximum value in the 'Capacity' column ?,,NA
https://en.wikipedia.org/wiki/2021%E2%80%9322_Bangladesh_Premier_League_(football),Capacity,15000,"['Chittagong Abahani Ltd.', 'Dhaka Mohammedan SC Ltd.']",-1,0,Which 'Team' has the maximum value in the 'Capacity' column ?,,NA
https://en.wikipedia.org/wiki/2021%E2%80%9322_Sunshine_Tour,Position,11,['Wilco Nienaber'],-1,0,Which 'Player' has the maximum value in the 'Position' column ?,,NA
https://en.wikipedia.org/wiki/2021_Q_School,Rank,10,['John Astley'],-1,0,Which 'Player' has the maximum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/2022%E2%80%9323_Saudi_Pro_League,GP.,30,['Total'],-1,0,Which 'Round' has the maximum value in the 'GP.' column ?,,NA
https://en.wikipedia.org/wiki/2022_Korn_Ferry_Tour,Purse (US$),750000,"['Albertsons Boise Open', ""Nationwide Children's Hospital Championship"", 'Korn Ferry Tour Championship']",-1,0,Which 'Tournament' has the maximum value in the 'Purse (US$)' column ?,,NA
https://en.wikipedia.org/wiki/2022_Pro_Golf_Tour,Position,10,['Dario Antonisse'],-1,0,Which 'Player' has the maximum value in the 'Position' column ?,,NA
https://en.wikipedia.org/wiki/2023%E2%80%9324_Bangladesh_Championship_League,Goals,6,['Total'],-1,0,Which 'Player' has the maximum value in the 'Goals' column ?,,NA
https://en.wikipedia.org/wiki/2023%E2%80%9324_Horizon_League_men%27s_basketball_season,GP,18,"['Youngstown State', 'Cleveland State', 'Detroit Mercy']",-1,0,Which 'Team' has the maximum value in the 'GP' column ?,,NA
